"","PCR PfPR 6-59 months","Proportion Population only infected with pfhrp2-deleted mutants","Province"
"1",69.0716766656141,1.65842619639231,"Bas-Uele"
"2",23.5728114698341,6.35204323516793,"Equateur"
"3",32.350162695497,3.84893210457166,"Haut-Katanga"
"4",43.0932516633224,4.17646342535653,"Haut-Lomami"
"5",58.0299005052873,2.65343791543328,"Haut-Uele"
"6",43.1933742202652,3.16423432124817,"Ituri"
"7",35.7248834251802,5.49437371118555,"Kasai"
"8",52.4275438967633,2.68218083633111,"Kasai-Central"
"9",37.1628319507487,3.43926077038198,"Kasai-Oriental"
"10",25.2387232920074,4.95006847080783,"Kinshasa"
"11",43.3456075749605,4.46411658033132,"Kongo Central"
"12",20.7666719467765,10.4881412153775,"Kwango"
"13",18.4035712387734,6.89125696903674,"Kwilu"
"14",63.9659520807062,1.92354385850908,"Lomami"
"15",45.7025848314009,3.63779156167554,"Lualaba"
"16",44.9282171756721,3.87854094854321,"Mai-Ndombe"
"17",51.353048940068,3.5590617613729,"Maniema"
"18",36.0121912094963,4.85554516275125,"Mongala"
"19",13.2438525664552,23.4003802651396,"North-Kivu"
"20",60.6378514477549,2.54992999851158,"Nord-Ubangi"
"21",27.1742559680303,5.74009534751977,"Sankuru"
"22",15.6602976881664,24.7784818583265,"South-Kivu"
"23",30.0849469740938,4.22433097401875,"Sud-Ubangi"
"24",61.7868504772004,2.61498341383841,"Tanganyka"
"25",46.6320705760249,4.33600188753666,"Tshopo"
"26",26.8046709129512,6.29007404000862,"Tshuapa"
"27",67.8487368586223,1.98733895800434,"Bas-Uele"
"28",22.7932667017359,5.21344496220794,"Equateur"
"29",32.5265705566663,5.59709601895868,"Haut-Katanga"
"30",43.1299119151854,4.22074529735944,"Haut-Lomami"
"31",57.8436006512263,2.74875796453925,"Haut-Uele"
"32",43.0906782351074,3.93374415739413,"Ituri"
"33",35.0450928381963,5.26053054255953,"Kasai"
"34",51.4961872206153,3.02437716389769,"Kasai-Central"
"35",36.805298013245,3.74580974903534,"Kasai-Oriental"
"36",24.9424445374634,6.41717589139443,"Kinshasa"
"37",43.9114391143911,3.82719804898829,"Kongo Central"
"38",20.4381879762913,13.3601696953872,"Kwango"
"39",19.4094843608943,6.31257939930802,"Kwilu"
"40",64.0287016183942,2.34378262247376,"Lomami"
"41",45.8111843504146,4.21094063068289,"Lualaba"
"42",44.1387686133699,4.1163883706519,"Mai-Ndombe"
"43",50.5015839493136,3.47568436967108,"Maniema"
"44",36.0138940055787,6.33690230824989,"Mongala"
"45",13.027782137812,23.9394922827729,"North-Kivu"
"46",60.7448494453249,2.50664323917898,"Nord-Ubangi"
"47",27.0069900444821,4.99979626053228,"Sankuru"
"48",14.9127445795875,22.7784073012793,"South-Kivu"
"49",30.7491243661456,4.54629530596094,"Sud-Ubangi"
"50",62.0942242833052,2.44247155104198,"Tanganyka"
"51",46.6899692829149,3.89664490331092,"Tshopo"
"52",26.391970417327,5.57362459322183,"Tshuapa"
"53",68.9075189939743,1.99324309422696,"Bas-Uele"
"54",22.8466579292267,5.39701530296224,"Equateur"
"55",32.6535989039941,4.48416463421923,"Haut-Katanga"
"56",43.2607905261518,3.99584636767622,"Haut-Lomami"
"57",57.6993655953442,2.50789359747695,"Haut-Uele"
"58",43.7647181956146,3.59597985079116,"Ituri"
"59",36.0194276164613,5.44798786460135,"Kasai"
"60",51.5456316814998,3.07016804410904,"Kasai-Central"
"61",36.7755644090305,4.33877358677388,"Kasai-Oriental"
"62",25.0237768149635,5.92870067418392,"Kinshasa"
"63",43.1333507990568,3.90899276797467,"Kongo Central"
"64",20.1156310224491,11.1073511947348,"Kwango"
"65",19.6107157806614,9.14357808608439,"Kwilu"
"66",63.948095262911,2.05577405086025,"Lomami"
"67",45.5764632498181,3.38951537192436,"Lualaba"
"68",44.7169610555437,4.39994744852815,"Mai-Ndombe"
"69",51.3584391062625,3.28603657491013,"Maniema"
"70",37.241634508643,4.96101963230158,"Mongala"
"71",12.0874522726084,22.109821535427,"North-Kivu"
"72",60.1218935533022,2.55618539844468,"Nord-Ubangi"
"73",26.8450674312414,6.01039879431882,"Sankuru"
"74",15.7894736842105,27.6570139309189,"South-Kivu"
"75",30.1095963646084,4.67150553764527,"Sud-Ubangi"
"76",61.8475603274157,2.33461723486173,"Tanganyka"
"77",46.4893449918844,3.55719110761367,"Tshopo"
"78",26.5126972515414,5.4434532828488,"Tshuapa"
"79",67.6921456039614,2.13216901922009,"Bas-Uele"
"80",23.3151280555703,5.42514837366018,"Equateur"
"81",31.5001047559187,6.090841451582,"Haut-Katanga"
"82",43.0908804866537,4.58305960654122,"Haut-Lomami"
"83",58.8983050847458,2.50336714356026,"Haut-Uele"
"84",43.5932416832826,3.07846202068935,"Ituri"
"85",35.2727272727273,4.77276820426822,"Kasai"
"86",52.1329467798716,2.97079072462194,"Kasai-Central"
"87",36.674893661713,3.87358643446977,"Kasai-Oriental"
"88",24.7026969632618,4.92846510191387,"Kinshasa"
"89",43.5083669936526,3.43389171504464,"Kongo Central"
"90",20.1003697834126,10.5669033467404,"Kwango"
"91",19.5417434816961,7.66373673403634,"Kwilu"
"92",63.9181225005262,2.2060048920754,"Lomami"
"93",45.3750331301352,3.76515120271506,"Lualaba"
"94",44.2853368560106,4.59899348948899,"Mai-Ndombe"
"95",51.894476851122,3.19927710567199,"Maniema"
"96",37.047091991229,5.49238880322371,"Mongala"
"97",13.5728963591338,31.6598537629482,"North-Kivu"
"98",60.4844616511458,2.52917740860518,"Nord-Ubangi"
"99",26.878612716763,5.25012722829786,"Sankuru"
"100",16.7585621885272,29.191730453332,"South-Kivu"
"101",29.8780487804878,4.76639700257351,"Sud-Ubangi"
"102",62.4836669628391,2.41473240321048,"Tanganyka"
"103",46.9834126942599,3.78966094385159,"Tshopo"
"104",26.0985841636078,4.80062651186257,"Tshuapa"
"105",68.9507381342928,2.11424311355605,"Bas-Uele"
"106",23.5050139129522,5.49238788094135,"Equateur"
"107",31.8578977659185,5.77893309518773,"Haut-Katanga"
"108",42.5866847968203,4.27711781976223,"Haut-Lomami"
"109",57.7260388390061,2.50923777251651,"Haut-Uele"
"110",43.7648424718983,3.36010646549042,"Ituri"
"111",35.0752925127236,5.11053176188611,"Kasai"
"112",52.1339392989604,3.58358673558801,"Kasai-Central"
"113",36.8709779512607,4.30713052846896,"Kasai-Oriental"
"114",25.4403847159061,6.60804476083808,"Kinshasa"
"115",43.6251114491005,4.360447175557,"Kongo Central"
"116",20.2038337645878,13.6629887518641,"Kwango"
"117",19.6728209983694,8.33549602192216,"Kwilu"
"118",64.5506531661508,2.16509470255336,"Lomami"
"119",44.8983867588519,3.64700651448531,"Lualaba"
"120",44.3959625696562,4.29361573359766,"Mai-Ndombe"
"121",50.852510460251,3.2246829688419,"Maniema"
"122",35.6074963150137,4.60892627159587,"Mongala"
"123",13.1240485064833,29.462371578725,"North-Kivu"
"124",60.1106559557376,2.5633056125242,"Nord-Ubangi"
"125",27.4118394577994,5.7076897846185,"Sankuru"
"126",15.1874602838382,24.9626808466315,"South-Kivu"
"127",30.3220365782955,5.2756546233739,"Sud-Ubangi"
"128",61.6978750262992,2.40021411515376,"Tanganyka"
"129",46.4773810785041,4.1171685188225,"Tshopo"
"130",26.5131509453892,5.20128021324678,"Tshuapa"
"131",68.7931395105626,1.8625165759192,"Bas-Uele"
"132",23.4212461910266,6.11531133825527,"Equateur"
"133",32.4017328825021,6.01750543890897,"Haut-Katanga"
"134",43.2715467588229,4.564810198474,"Haut-Lomami"
"135",58.0429444647615,2.82040592378853,"Haut-Uele"
"136",43.3270182086096,2.95218400734119,"Ituri"
"137",34.9720787015291,4.9676067067043,"Kasai"
"138",51.0867271576282,2.54907056256336,"Kasai-Central"
"139",36.1475495854759,4.06327264868215,"Kasai-Oriental"
"140",25.2820485910689,5.46268104226647,"Kinshasa"
"141",44.0196181837359,3.87506659499818,"Kongo Central"
"142",20.290310747786,12.0806356640321,"Kwango"
"143",19.5097575088107,6.28848382636683,"Kwilu"
"144",64.4703656998739,2.40498070147295,"Lomami"
"145",45.8138680384232,3.79622627117471,"Lualaba"
"146",44.6970498043777,3.90563035966114,"Mai-Ndombe"
"147",51.6839719601539,3.32775106926004,"Maniema"
"148",35.735625556895,4.91656219559849,"Mongala"
"149",12.540007345611,26.0818840591536,"North-Kivu"
"150",60.9000368867577,2.49580518576722,"Nord-Ubangi"
"151",26.8267947691487,5.93884555150613,"Sankuru"
"152",15.3259325511654,22.8030068850231,"South-Kivu"
"153",30.3782877501834,4.97822490840276,"Sud-Ubangi"
"154",61.8043844856661,2.42048622439815,"Tanganyka"
"155",46.6453002679557,3.9268408265424,"Tshopo"
"156",26.420015970189,6.54994992113339,"Tshuapa"
"157",67.9922354545932,1.89778494127909,"Bas-Uele"
"158",23.7135884521522,5.68704892219925,"Equateur"
"159",32.4258345274107,5.03675855708415,"Haut-Katanga"
"160",43.3616263229592,4.8380854693255,"Haut-Lomami"
"161",57.6656151419558,2.64203326291037,"Haut-Uele"
"162",43.1790849673203,3.28156979671669,"Ituri"
"163",35.5082987551867,5.02511381114306,"Kasai"
"164",51.5462831252305,3.34866361228021,"Kasai-Central"
"165",37.7562140003114,4.90600843141711,"Kasai-Oriental"
"166",25.8680095414789,4.76418137664625,"Kinshasa"
"167",44.1162407692716,4.16322134932448,"Kongo Central"
"168",20.3166780265297,12.2871182818767,"Kwango"
"169",19.077052014038,6.93864528354077,"Kwilu"
"170",64.4644171134237,2.1889323824807,"Lomami"
"171",45.698417688358,3.97672350541984,"Lualaba"
"172",44.2374670184697,3.77166739158989,"Mai-Ndombe"
"173",50.8075897757566,3.7559237222994,"Maniema"
"174",35.6536952603117,5.80005544312417,"Mongala"
"175",13.1555273323808,25.4204624773124,"North-Kivu"
"176",60.3591305260947,2.65283784049445,"Nord-Ubangi"
"177",27.111817700053,5.42116313702058,"Sankuru"
"178",16.5039468217698,32.0210495354839,"South-Kivu"
"179",30.4395318595579,4.73565661486934,"Sud-Ubangi"
"180",61.7704744235356,2.37529873840116,"Tanganyka"
"181",46.1618311101884,3.80119668600176,"Tshopo"
"182",26.784781018083,6.42254618846234,"Tshuapa"
