"","PCR PfPR 6-59 months","Proportion Population only infected with pfhrp2-deleted mutants","Province"
"1",68.7694662936177,2.60601891241099,"Bas-Uele"
"2",23.631184724127,6.45987009477629,"Equateur"
"3",33.0667648760983,6.02778060720985,"Haut-Katanga"
"4",42.6644270641961,4.49068447307122,"Haut-Lomami"
"5",58.0083638264506,3.35108846465727,"Haut-Uele"
"6",43.0076931183476,4.4250587898068,"Ituri"
"7",35.6440380628356,6.50807936007475,"Kasai"
"8",51.9871049571927,3.80482949997228,"Kasai-Central"
"9",37.7315549910024,4.78980781368477,"Kasai-Oriental"
"10",24.3560329544269,5.87766535291774,"Kinshasa"
"11",43.9415594727648,4.1361882296859,"Kongo Central"
"12",20.1407258491165,12.2131810863613,"Kwango"
"13",18.1431005110733,7.09365386692433,"Kwilu"
"14",64.0619221218365,2.82755700740813,"Lomami"
"15",44.731977818854,4.43295271356349,"Lualaba"
"16",44.7897049591965,4.62403806179315,"Mai-Ndombe"
"17",51.1111111111111,4.097027010702,"Maniema"
"18",35.4944647491922,5.26731754129504,"Mongala"
"19",11.8155923620635,17.020825754073,"North-Kivu"
"20",60.2032713990789,3.31110156460344,"Nord-Ubangi"
"21",27.1654975318264,6.05013303834726,"Sankuru"
"22",14.0637429071432,21.5135789411789,"South-Kivu"
"23",29.7424756252649,6.53364164893407,"Sud-Ubangi"
"24",61.7510073787221,2.74810939122449,"Tanganyka"
"25",46.0845896147404,4.55253932789122,"Tshopo"
"26",26.5572368069294,6.983012938409,"Tshuapa"
"27",68.1452672518001,2.65312272469055,"Bas-Uele"
"28",23.2215046989027,5.06663542048653,"Equateur"
"29",32.1225221425559,5.32816507172292,"Haut-Katanga"
"30",43.5205355719675,5.38099365755068,"Haut-Lomami"
"31",58.3929037307592,3.47449138300434,"Haut-Uele"
"32",43.0950254767033,4.58716446350682,"Ituri"
"33",34.5006898015494,5.42033106600036,"Kasai"
"34",51.8101452325826,3.21367899846366,"Kasai-Central"
"35",37.3429367541139,4.89238596850717,"Kasai-Oriental"
"36",25.0198822968029,6.41403949111527,"Kinshasa"
"37",43.673383490293,4.3548615108164,"Kongo Central"
"38",20.5500503417943,11.2592710898793,"Kwango"
"39",19.5969826449333,6.69892650230823,"Kwilu"
"40",64.0596983440565,2.5270219123739,"Lomami"
"41",45.1896560695145,4.40658688643229,"Lualaba"
"42",44.5104802334837,4.24451445615727,"Mai-Ndombe"
"43",51.2710970464135,4.07315979798296,"Maniema"
"44",36.2747674357492,6.24430971790833,"Mongala"
"45",12.3102066638549,21.8418413716902,"North-Kivu"
"46",61.1323357741696,3.07515206628428,"Nord-Ubangi"
"47",27.3319669977403,7.29823707976744,"Sankuru"
"48",14.0358316548288,20.0048867593945,"South-Kivu"
"49",30.7237736638427,5.88684909398689,"Sud-Ubangi"
"50",61.7566858940745,2.84175463779821,"Tanganyka"
"51",46.6261879619852,4.3740038582938,"Tshopo"
"52",26.8304278922345,6.85110331718496,"Tshuapa"
"53",68.1813411690629,2.62348097403689,"Bas-Uele"
"54",23.0645161290323,6.77744206734011,"Equateur"
"55",32.8091642801354,5.89434912519741,"Haut-Katanga"
"56",43.347752690441,5.21860915590483,"Haut-Lomami"
"57",58.0150674897981,3.55562203786585,"Haut-Uele"
"58",44.1721363540123,4.74855692532737,"Ituri"
"59",34.8867687146152,6.6070174888413,"Kasai"
